Accident_ID,Incident_Date,Incident_Category,Aircaft_Nature,Fatalities,International,Departure_Code,Destination_Code
0,2022-01-03,Accident,Passenger,0,0,ZAF,ZAF
1,2022-01-04,Accident,Passenger,0,0,HND,HND
2,2022-01-05,Accident,Passenger,0,0,IRN,IRN
3,2022-01-08,Accident,Cargo,0,1,CHN,RUS
4,2022-01-22,Accident,Passenger,0,0,USA,USA
5,2022-01-31,Accident,Military,0,0,CAN,CAN
6,2022-02-08,Accident,Military,0,0,SSD,SSD
7,2022-02-14,Accident,Cargo,0,0,COD,COD
8,2022-02-15,Accident,Passenger,0,0,PRI,PRI
9,2021-01-02,Accident,Other,0,0,BRA,BRA
10,2021-01-02,Accident,Other,0,0,USA,USA
11,2021-01-09,Accident,Passenger,62,0,IDN,IDN
12,2021-01-09,Accident,Other,1,0,USA,USA
13,2021-01-12,Accident,Military,4,0,KEN,KEN
14,2021-01-19,Accident,Cargo,0,0,GBR,GBR
15,2021-01-19,Accident,Other,0,0,GBR,GBR
16,2021-01-23,Accident,Other,0,0,MEX,MEX
17,2021-01-26,Accident,Military,0,0,ZMB,ZMB
18,2021-01-28,Accident,Other,0,0,USA,USA
19,2021-02-01,Accident,Cargo,0,1,HKG,JPN
20,2021-02-08,Accident,Other,0,1,ITA,FRA
21,2021-02-09,Accident,Military,0,0,RUS,RUS
22,2021-02-14,Accident,Passenger,0,0,MDV,MDV
23,2021-02-18,Accident,Cargo,0,0,USA,USA
24,2021-02-20,Accident,Other,0,0,CAN,CAN
25,2021-02-21,Accident,Military,7,0,NGA,NGA
26,2021-02-21,Accident,Military,6,0,MEX,MEX
27,2021-02-26,Accident,Other,0,0,KAZ,KAZ
28,2021-02-28,Accident,Cargo,0,0,COL,COL
29,2021-03-01,Accident,Other,5,0,CHN,CHN
30,2021-03-01,Accident,Passenger,0,0,DZA,DZA
31,2021-03-02,Accident,Passenger,10,0,SSD,SSD
32,2021-03-04,Hijacking,Passenger,0,0,IRN,IRN
33,2021-03-07,Accident,Other,0,0,USA,USA
34,2021-03-10,Accident,Cargo,0,0,IDN,IDN
35,2021-03-12,Accident,Passenger,0,0,USA,USA
36,2021-03-13,Accident,Military,4,0,KAZ,KAZ
37,2021-03-18,Accident,Passenger,0,0,MEX,MEX
38,2021-03-20,Accident,Cargo,0,0,IDN,IDN
39,2021-03-20,Accident,Other,2,0,KEN,KEN
40,2021-03-26,Accident,Other,0,0,KEN,KEN
41,2021-04-09,Accident,Military,0,1,GBR,USA
42,2021-04-16,Accident,Passenger,0,0,USA,USA
43,2021-04-18,Accident,Passenger,0,0,MEX,MEX
44,2021-04-20,Accident,Other,1,0,BRA,BRA
45,2021-05-05,Accident,Other,0,0,USA,USA
46,2021-05-06,Accident,Cargo,0,0,IND,IND
47,2021-05-12,Accident,Cargo,0,0,USA,USA
48,2021-05-21,Accident,Passenger,0,0,RUS,RUS
49,2021-05-29,Accident,Other,7,0,USA,USA
50,2021-06-05,Accident,Other,0,0,AUT,AUT
51,2021-06-10,Accident,Military,12,0,MMR,MMR
52,2021-06-16,Accident,Cargo,3,0,COD,COD
53,2021-06-18,Accident,Cargo,0,1,GBR,DEU
54,2021-06-19,Accident,Other,5,0,RUS,RUS
55,2021-06-23,Accident,Other,0,1,FRA,CHE
56,2021-06-25,Accident,Other,0,0,NLD,NLD
57,2021-07-01,Accident,Other,0,0,CAN,CAN
58,2021-07-02,Accident,Cargo,0,0,USA,USA
59,2021-07-04,Accident,Military,53,0,PHL,PHL
60,2021-07-05,Accident,Other,2,0,BHS,BHS
61,2021-07-06,Accident,Passenger,28,0,RUS,RUS
62,2021-07-07,Hijacking,Passenger,0,0,USA,USA
63,2021-07-08,Accident,Other,3,0,COL,COL
64,2021-07-11,Accident,Passenger,0,1,GRC,DEU
65,2021-07-14,Accident,Cargo,0,0,GUY,GUY
66,2021-07-15,Accident,Other,0,0,CAN,CAN
67,2021-07-16,Accident,Passenger,0,0,RUS,RUS
68,2021-07-17,Accident,Other,0,0,GBR,GBR
69,2021-07-21,Accident,Passenger,0,0,KEN,KEN
70,2021-07-21,Accident,Other,0,0,USA,USA
71,2021-07-26,Accident,Other,1,0,DEU,DEU
72,2021-07-26,Accident,Other,6,0,USA,USA
73,2021-07-27,Accident,Passenger,0,0,ETH,ETH
74,2021-08-03,Accident,Cargo,0,1,NGA,BEL
75,2021-08-21,Accident,Other,0,0,USA,USA
76,2021-08-24,Accident,Other,0,0,USA,USA
77,2021-09-02,Accident,Other,4,0,USA,USA
78,2021-09-12,Accident,Passenger,4,0,RUS,RUS
79,2021-09-14,Accident,Other,0,0,USA,USA
80,2021-09-15,Accident,Cargo,3,0,IDN,IDN
81,2021-09-17,Accident,Passenger,0,0,USA,USA
82,2021-09-22,Accident,Other,6,0,RUS,RUS
83,2021-09-23,Accident,Passenger,0,0,USA,USA
84,2021-09-25,Accident,Other,0,0,BEL,BEL
85,2021-09-27,Accident,Passenger,0,0,USA,USA
86,2021-09-28,Accident,Other,0,1,BRA,TTO
87,2021-09-29,Accident,Passenger,0,1,ATG,MSR
88,2021-10-05,Accident,Cargo,2,0,USA,USA
89,2021-10-10,Accident,Other,16,0,RUS,RUS
90,2021-10-19,Accident,Passenger,0,0,USA,USA
91,2021-10-22,Accident,Passenger,0,0,USA,USA
92,2021-10-22,Accident,Other,0,0,USA,USA
93,2021-10-25,Accident,Cargo,1,0,IDN,IDN
94,2021-10-29,Accident,Cargo,0,0,IDN,IDN
95,2021-10-30,Accident,Other,0,0,CAN,CAN
96,2021-11-01,Accident,Passenger,0,0,CAN,CAN
97,2021-11-02,Accident,Cargo,5,0,SSD,SSD
98,2021-11-03,Accident,Cargo,0,0,SOM,SOM
99,2021-11-03,Accident,Other,9,0,RUS,RUS
100,2021-11-06,Accident,Passenger,0,1,ETH,ZAF
101,2021-11-13,Accident,Passenger,4,0,USA,USA
102,2021-11-14,Accident,Other,0,0,USA,USA
103,2021-11-29,Accident,Cargo,0,1,CHL,USA
104,2021-12-01,Accident,Other,0,0,USA,USA
105,2021-12-05,Accident,Other,0,1,FIN,GBR
106,2021-12-10,Accident,Cargo,1,0,USA,USA
107,2021-12-12,Accident,Passenger,0,0,USA,USA
108,2021-12-15,Accident,Other,9,1,DOM,USA
109,2021-12-17,Accident,Other,0,0,CAN,CAN
110,2021-12-21,Accident,Cargo,1,0,USA,USA
111,2021-12-23,Accident,Cargo,5,0,COD,COD
112,2021-12-25,Accident,Passenger,0,1,USA,CAN
113,2021-12-27,Accident,Other,4,0,USA,USA
114,2021-12-28,Accident,Other,0,0,USA,USA
115,2021-12-30,Accident,Other,0,0,GTM,GTM
116,2020-01-02,Accident,Military,18,0,SDN,SDN
117,2020-01-03,Accident,Military,4,0,LKA,LKA
118,2020-01-03,Accident,Other,0,1,DOM,PRI
119,2020-01-04,Accident,Other,0,0,USA,USA
120,2020-01-08,"Criminal occurrence (sabotage, shoot down)",Passenger,176,1,IRN,UKR
121,2020-01-08,Accident,Passenger,0,0,USA,USA
122,2020-01-09,Accident,Military,0,0,COD,COD
123,2020-01-10,Accident,Other,0,1,RUS,TUR
124,2020-01-16,Accident,Other,0,0,USA,USA
125,2020-01-19,Accident,Passenger,0,0,CAN,CAN
126,2020-01-20,Accident,Passenger,0,0,CAN,CAN
127,2020-01-23,Accident,Other,3,0,AUS,AUS
128,2020-01-23,Accident,Other,3,0,ZAF,ZAF
129,2020-01-24,Accident,Other,0,1,USA,PRI
130,2020-01-27,Accident,Passenger,0,0,IRN,IRN
131,2020-01-27,Accident,Military,2,0,AFG,AFG
132,2020-01-31,Accident,Passenger,0,0,CAN,CAN
133,2020-02-01,Accident,Cargo,0,1,SAU,ESP
134,2020-02-03,Incident,Passenger,0,1,ESP,CAN
135,2020-02-03,Accident,Cargo,0,0,USA,USA
136,2020-02-04,Accident,Passenger,0,0,USA,USA
137,2020-02-05,Accident,Passenger,3,0,TUR,TUR
138,2020-02-06,Accident,Cargo,0,0,USA,USA
139,2020-02-07,Accident,Passenger,0,1,DEU,ISL
140,2020-02-07,Accident,Cargo,0,0,USA,USA
141,2020-02-08,Accident,Other,4,0,USA,USA
142,2020-02-09,Accident,Passenger,0,0,RUS,RUS
143,2020-02-12,Accident,Other,0,0,USA,USA
144,2020-02-14,Accident,Passenger,0,0,PNG,PNG
145,2020-02-20,Accident,Passenger,0,0,RUS,RUS
146,2020-02-20,Accident,Other,3,0,USA,USA
147,2020-02-20,Accident,Other,0,0,USA,USA
148,2020-02-23,Accident,Passenger,0,1,USA,CAN
149,2020-02-24,Accident,Passenger,0,0,CAN,CAN
150,2020-02-24,Accident,Passenger,0,0,MDV,MDV
151,2020-02-25,Accident,Passenger,0,0,USA,USA
152,2020-02-25,Accident,Cargo,0,0,IDN,IDN
153,2020-02-26,Accident,Other,0,0,KAZ,KAZ
154,2020-02-28,Accident,Cargo,0,1,SSD,ARE
155,2020-02-29,Accident,Other,0,0,USA,USA
156,2020-03-05,Accident,Cargo,0,0,USA,USA
157,2020-03-06,Accident,Other,0,0,USA,USA
158,2020-03-08,Accident,Other,0,1,USA,IRL
159,2020-03-09,Accident,Passenger,0,1,LAO,THA
160,2020-03-12,Accident,Other,0,0,CAN,CAN
161,2020-03-13,Accident,Other,2,0,VEN,VEN
162,2020-03-14,Accident,Other,0,0,USA,USA
163,2020-03-17,Accident,Cargo,1,0,USA,USA
164,2020-03-19,Accident,Passenger,0,0,PNG,PNG
165,2020-03-29,Accident,Other,8,1,PHL,JPN
166,2020-04-23,Accident,Military,0,0,DEU,DEU
167,2020-04-24,Accident,Other,0,1,USA,VEN
168,2020-04-28,Accident,Passenger,0,0,CAN,CAN
169,2020-05-02,Accident,Other,0,0,CAN,CAN
170,2020-05-04,"Criminal occurrence (sabotage, shoot down)",Cargo,6,0,SOM,SOM
171,2020-05-05,Accident,Other,3,0,ARG,ARG
172,2020-05-08,Accident,Cargo,0,0,USA,USA
173,2020-05-19,Accident,Passenger,0,0,USA,USA
174,2020-05-20,Accident,Other,0,0,USA,USA
175,2020-05-22,Accident,Passenger,98,0,PAK,PAK
176,2020-05-30,Accident,Other,0,0,USA,USA
177,2020-06-08,Accident,Military,0,1,KWT,IRQ
178,2020-06-13,Accident,Other,0,0,USA,USA
179,2020-06-14,Accident,Passenger,0,0,RUS,RUS
180,2020-06-14,Accident,Passenger,0,0,RUS,RUS
181,2020-06-16,Accident,Other,0,1,GBR,DEU
182,2020-07-13,Accident,Other,2,0,RUS,RUS
183,2020-07-14,Accident,Cargo,0,1,DJI,SOM
184,2020-07-15,Accident,Other,7,0,TUR,TUR
185,2020-07-17,Accident,Passenger,0,0,CAN,CAN
186,2020-07-19,Accident,Other,6,0,RUS,RUS
187,2020-07-22,"other occurrence (ground fire, sabotage)",Cargo,0,1,CHN,ETH
188,2020-07-25,Accident,Passenger,0,0,MEX,MEX
189,2020-08-03,Accident,Cargo,0,0,MLI,MLI
190,2020-08-04,Accident,Military,0,1,SOM,KEN
191,2020-08-07,Accident,Passenger,21,1,ARE,IND
192,2020-08-08,Accident,Other,1,0,PRT,PRT
193,2020-08-13,Accident,Cargo,4,0,COD,COD
194,2020-08-18,Accident,Passenger,0,0,SEN,SEN
195,2020-08-19,Accident,Cargo,0,0,USA,USA
196,2020-08-22,Accident,Cargo,7,0,SSD,SSD
197,2020-08-28,Accident,Passenger,0,1,AFG,ROU
198,2020-08-29,Accident,Passenger,0,0,JPN,JPN
199,2020-09-07,Accident,Other,0,0,BRA,BRA
200,2020-09-19,Accident,Cargo,0,0,SOM,SOM
201,2020-09-22,Accident,Other,0,0,COL,COL
202,2020-09-25,Accident,Military,26,0,UKR,UKR
203,2020-10-05,Accident,Passenger,0,0,MDV,MDV
204,2020-10-10,Accident,Other,0,0,SSD,SSD
205,2020-10-10,Accident,Cargo,0,0,USA,USA
206,2020-10-14,Accident,Cargo,0,0,PER,PER
207,2020-10-22,Accident,Passenger,0,0,MDV,MDV
208,2020-10-23,Accident,Passenger,0,0,JPN,JPN
209,2020-10-30,Accident,Other,0,0,BRA,BRA
210,2020-11-05,Accident,Passenger,0,0,ARG,ARG
211,2020-11-13,Accident,Cargo,0,1,RUS,AUT
212,2020-11-16,Accident,Passenger,0,0,IND,IND
213,2020-11-23,Accident,Passenger,0,1,CHE,FRA
214,2020-11-26,Accident,Cargo,0,0,CAN,CAN
215,2020-11-28,Accident,Passenger,0,0,CUB,CUB
216,2020-12-01,Accident,Passenger,0,0,PNG,PNG
217,2020-12-02,Accident,Passenger,0,0,SOM,SOM
218,2020-12-02,Accident,Other,0,0,USA,USA
219,2020-12-05,Accident,Passenger,0,0,CAN,CAN
220,2020-12-13,Accident,Other,0,0,USA,USA
221,2020-12-20,Accident,Other,0,0,USA,USA
222,2020-12-30,Accident,Passenger,0,0,SUR,SUR
223,2019-01-07,Accident,Other,0,1,LVA,FIN
224,2019-01-12,Accident,Other,0,0,USA,USA
225,2019-01-14,Accident,Military,15,1,KGZ,IRN
226,2019-01-16,Accident,Passenger,0,0,GUY,GUY
227,2019-01-21,Accident,Other,2,0,USA,USA
228,2019-01-21,Accident,Cargo,0,0,COD,COD
229,2019-01-22,Hijacking,Passenger,0,0,RUS,RUS
230,2019-01-23,Accident,Passenger,0,0,CAN,CAN
231,2019-01-28,Accident,Passenger,0,0,ESP,ESP
232,2019-01-28,Accident,Cargo,0,0,USA,USA
233,2019-01-29,Accident,Other,3,0,USA,USA
234,2019-01-30,Accident,Other,2,0,CAN,CAN
235,2019-02-04,Hijacking,Passenger,0,1,EGY,SDN
236,2019-02-08,Accident,Cargo,1,1,BHS,USA
237,2019-02-08,Accident,Passenger,0,1,ESP,DNK
238,2019-02-11,Accident,Other,0,0,USA,USA
239,2019-02-13,Accident,Passenger,0,1,NLD,USA
240,2019-02-13,Accident,Passenger,0,1,NLD,USA
241,2019-02-23,Accident,Cargo,3,0,USA,USA
242,2019-02-24,Hijacking,Passenger,1,0,BGD,BGD
243,2019-02-25,Accident,Military,0,0,KOR,KOR
244,2019-02-26,Accident,Other,0,1,AZE,RUS
245,2019-03-01,Incident,Passenger,0,1,GBR,AUT
246,2019-03-03,Accident,Passenger,0,0,BRA,BRA
247,2019-03-04,Accident,Passenger,0,0,USA,USA
248,2019-03-04,Accident,Passenger,0,0,CAN,CAN
249,2019-03-07,Accident,Passenger,0,0,ARG,ARG
250,2019-03-09,Accident,Passenger,14,0,COL,COL
251,2019-03-09,Accident,Other,0,0,USA,USA
252,2019-03-10,Accident,Passenger,157,1,ETH,KEN
253,2019-03-10,Accident,Passenger,0,0,USA,USA
254,2019-03-10,Accident,Passenger,0,0,USA,USA
255,2019-03-12,Accident,Other,0,0,USA,USA
256,2019-03-14,Accident,Other,0,0,USA,USA
257,2019-03-18,Accident,Other,1,1,IND,MYS
258,2019-03-18,Accident,Other,2,0,USA,USA
259,2019-03-19,Accident,Passenger,0,0,IRN,IRN
260,2019-03-23,Accident,Passenger,0,1,GBR,POL
261,2019-03-27,Accident,Passenger,0,0,USA,USA
262,2019-04-03,Accident,Passenger,0,1,GBR,ESP
263,2019-04-04,Accident,Passenger,0,0,AUT,AUT
264,2019-04-04,Accident,Passenger,0,0,USA,USA
265,2019-04-08,Accident,Passenger,0,1,DOM,DMA
266,2019-04-10,Accident,Passenger,0,0,USA,USA
267,2019-04-13,Accident,Other,3,0,USA,USA
268,2019-04-14,Accident,Other,3,0,NPL,NPL
269,2019-04-16,Accident,Passenger,6,0,CHL,CHL
270,2019-04-16,Accident,Military,0,0,DEU,DEU
271,2019-04-22,Accident,Other,0,1,DJI,SDN
272,2019-04-24,Accident,Other,0,0,DEU,DEU
273,2019-04-24,Accident,Other,0,0,CAN,CAN
274,2019-04-30,Accident,Other,0,0,GBR,GBR
275,2019-05-03,Accident,Passenger,0,1,CUB,USA
276,2019-05-03,Accident,Cargo,0,0,CAN,CAN
277,2019-05-04,Accident,Other,0,1,GBR,ISL
278,2019-05-05,Accident,Passenger,41,0,RUS,RUS
279,2019-05-05,Accident,Passenger,13,1,USA,MEX
280,2019-05-08,Accident,Passenger,0,1,BGD,MMR
281,2019-05-08,Accident,Other,0,0,VEN,VEN
282,2019-05-10,Accident,Passenger,0,0,CAN,CAN
283,2019-05-11,Accident,Other,0,0,CAN,CAN
284,2019-05-12,Accident,Passenger,0,0,MMR,MMR
285,2019-05-13,Accident,Passenger,1,0,USA,USA
286,2019-05-22,Accident,Other,2,0,USA,USA
287,2019-05-24,Accident,Other,1,0,USA,USA
288,2019-06-03,Accident,Military,13,0,IND,IND
289,2019-06-09,Accident,Other,0,0,RUS,RUS
290,2019-06-09,Accident,Passenger,0,0,USA,USA
291,2019-06-15,Accident,Passenger,0,0,USA,USA
292,2019-06-15,Accident,Passenger,0,0,BRA,BRA
293,2019-06-17,Accident,Other,0,0,ARG,ARG
294,2019-06-17,Accident,Passenger,0,0,USA,USA
295,2019-06-21,Accident,Other,0,0,CAN,CAN
296,2019-06-26,Accident,Other,0,0,USA,USA
297,2019-06-27,Accident,Passenger,2,0,RUS,RUS
298,2019-06-29,Accident,Other,0,0,USA,USA
299,2019-06-30,Accident,Other,10,0,USA,USA
300,2019-07-01,Accident,Passenger,0,0,IND,IND
301,2019-07-08,Accident,Passenger,0,0,USA,USA
302,2019-07-08,Accident,Other,0,0,CAN,CAN
303,2019-07-09,Accident,Passenger,0,1,NLD,GBR
304,2019-07-09,Accident,Passenger,0,1,NLD,ESP
305,2019-07-12,Accident,Other,0,0,USA,USA
306,2019-07-17,Accident,Other,0,0,USA,USA
307,2019-07-19,Accident,Passenger,0,0,CAN,CAN
308,2019-07-20,Accident,Passenger,0,0,PAK,PAK
309,2019-07-23,Accident,Passenger,0,0,NGA,NGA
310,2019-07-26,Accident,Passenger,4,0,CAN,CAN
311,2019-07-27,Accident,Other,0,0,USA,USA
312,2019-07-30,Accident,Military,0,0,GNQ,GNQ
313,2019-07-30,Accident,Passenger,0,1,DEU,FRA
314,2019-07-30,Accident,Passenger,0,0,AUS,AUS
315,2019-08-01,Accident,Cargo,0,0,USA,USA
316,2019-08-02,Accident,Passenger,0,1,CHE,CAN
317,2019-08-02,Accident,Passenger,0,1,CAN,USA
318,2019-08-04,Accident,Other,1,0,TJK,TJK
319,2019-08-06,Accident,Passenger,0,1,NOR,DNK
320,2019-08-06,"Criminal occurrence (sabotage, shoot down)",Cargo,0,1,TUR,LBY
321,2019-08-06,Accident,Passenger,0,0,TZA,TZA
322,2019-08-06,Accident,Passenger,2,0,CAN,CAN
323,2019-08-06,Accident,Other,1,0,CHL,CHL
324,2019-08-07,Accident,Passenger,0,0,COL,COL
325,2019-08-08,Accident,Passenger,0,0,USA,USA
326,2019-08-10,Accident,Other,0,1,USA,BHS
327,2019-08-12,Accident,Passenger,0,1,GBR,USA
328,2019-08-15,Accident,Passenger,0,0,RUS,RUS
329,2019-08-15,Accident,Other,0,0,USA,USA
330,2019-08-15,Accident,Other,0,0,USA,USA
331,2019-08-16,Accident,Passenger,0,0,KEN,KEN
332,2019-08-18,Accident,Passenger,0,1,USA,PRT
333,2019-08-18,Accident,Passenger,0,0,USA,USA
334,2019-08-21,Accident,Passenger,0,0,USA,USA
335,2019-08-21,Accident,Cargo,0,0,CAN,CAN
336,2019-08-21,Accident,Military,0,0,VEN,VEN
337,2019-08-25,Accident,Other,0,0,USA,USA
338,2019-08-27,Accident,Other,0,0,IND,IND
339,2019-08-27,Accident,Passenger,0,1,CHN,JPN
340,2019-08-28,Accident,Other,0,0,RUS,RUS
341,2019-08-28,Accident,Other,0,0,DEU,DEU
342,2019-08-31,Accident,Other,0,0,USA,USA
343,2019-09-01,Accident,Other,9,0,PHL,PHL
344,2019-09-01,"Criminal occurrence (sabotage, shoot down)",Passenger,0,1,SAU,LBY
345,2019-09-07,Accident,Passenger,0,0,COL,COL
346,2019-09-11,Accident,Cargo,2,0,USA,USA
347,2019-09-11,Accident,Other,1,0,DEU,DEU
348,2019-09-16,Accident,Passenger,0,0,BRA,BRA
349,2019-09-18,Accident,Cargo,4,0,IDN,IDN
350,2019-09-20,Accident,Other,0,0,USA,USA
351,2019-09-23,Accident,Passenger,2,0,TZA,TZA
352,2019-09-23,Accident,Passenger,0,1,ATG,MSR
353,2019-09-24,Accident,Military,2,0,THA,THA
354,2019-09-24,Accident,Other,0,0,VEN,VEN
355,2019-09-30,Accident,Cargo,0,1,GBR,SWE
356,2019-10-02,Accident,Passenger,7,0,USA,USA
357,2019-10-04,Accident,Cargo,5,1,ESP,UKR
358,2019-10-07,Accident,Other,0,0,USA,USA
359,2019-10-07,Accident,Passenger,0,0,USA,USA
360,2019-10-10,Accident,Military,8,0,COD,COD
361,2019-10-11,Accident,Passenger,0,0,KEN,KEN
362,2019-10-11,Accident,Other,0,0,USA,USA
363,2019-10-17,Accident,Passenger,1,0,USA,USA
364,2019-10-18,Accident,Cargo,0,1,USA,BHS
365,2019-10-22,Accident,Passenger,0,0,USA,USA
366,2019-10-27,Accident,Cargo,0,0,SSD,SSD
367,2019-11-11,Accident,Passenger,0,0,USA,USA
368,2019-11-11,Accident,Other,0,0,AUS,AUS
369,2019-11-14,Accident,Other,5,0,BRA,BRA
370,2019-11-15,Accident,Other,0,0,USA,USA
371,2019-11-16,Accident,Passenger,0,1,KOR,DEU
372,2019-11-16,Accident,Passenger,0,1,NAM,DEU
373,2019-11-21,Accident,Other,0,1,UKR,ARE
374,2019-11-21,Accident,Passenger,0,1,TUR,UKR
375,2019-11-22,Accident,Passenger,0,1,VEN,COL
376,2019-11-24,Accident,Passenger,27,0,COD,COD
377,2019-12-01,Accident,Passenger,0,0,BHS,BHS
378,2019-12-03,Accident,Cargo,0,0,CAN,CAN
379,2019-12-03,Accident,Other,0,0,USA,USA
380,2019-12-09,Accident,Cargo,1,0,USA,USA
382,2019-12-10,Accident,Passenger,0,1,SSD,ETH
383,2019-12-17,Accident,Other,0,0,USA,USA
384,2019-12-18,Accident,Other,0,0,USA,USA
385,2019-12-19,Accident,Other,9,0,VEN,VEN
386,2019-12-22,Accident,Passenger,0,0,USA,USA
387,2019-12-24,Accident,Passenger,2,0,MEX,MEX
388,2019-12-27,Accident,Passenger,12,0,KAZ,KAZ
389,2019-12-27,Accident,Other,0,0,USA,USA
390,2019-12-28,Accident,Passenger,0,0,COD,COD
391,2019-12-29,Accident,Other,0,0,ARG,ARG
392,2018-01-04,Accident,Other,1,1,FIN,RUS
393,2018-01-05,Accident,Passenger,0,1,MEX,CAN
394,2018-01-06,Accident,Other,0,0,VEN,VEN
395,2018-01-07,Accident,Passenger,1,0,SSD,SSD
396,2018-01-09,Accident,Passenger,0,0,BHS,BHS
397,2018-01-10,Accident,Cargo,0,0,USA,USA
398,2018-01-13,Accident,Passenger,0,0,TUR,TUR
399,2018-01-16,Accident,Cargo,0,0,BGD,BGD
400,2018-01-17,Accident,Military,3,0,TUR,TUR
401,2018-01-25,Accident,Other,0,0,NGA,NGA
402,2018-02-11,Accident,Passenger,71,0,RUS,RUS
403,2018-02-16,Accident,Passenger,0,0,IRN,IRN
404,2018-02-18,Accident,Passenger,66,0,IRN,IRN
405,2018-02-20,Accident,Passenger,0,0,NGA,NGA
406,2018-02-21,Accident,Other,0,0,GBR,GBR
407,2018-02-23,Accident,Passenger,0,1,CAN,USA
408,2018-02-26,Accident,Passenger,0,0,CAN,CAN
409,2018-02-28,Accident,Other,0,0,EST,EST
410,2018-03-04,Accident,Cargo,0,0,COD,COD
411,2018-03-06,Accident,Military,39,0,SYR,SYR
412,2018-03-11,Accident,Other,11,1,ARE,TUR
413,2018-03-12,Accident,Passenger,51,1,BGD,NPL
414,2018-03-16,Accident,Cargo,0,0,USA,USA
415,2018-03-17,Accident,Passenger,0,1,CAN,USA
416,2018-03-25,Incident,Passenger,0,0,FRA,FRA
417,2018-03-27,Accident,Passenger,0,1,ESP,GBR
418,2018-03-28,Accident,Passenger,0,1,ISR,DEU
419,2018-03-28,Accident,Passenger,0,1,ISR,ITA
420,2018-03-29,Accident,Passenger,0,0,BOL,BOL
421,2018-03-29,Accident,Passenger,0,0,USA,USA
422,2018-03-30,Accident,Other,0,0,USA,USA
423,2018-03-30,Incident,Cargo,0,0,MLI,MLI
424,2018-03-31,Accident,Other,0,0,USA,USA
425,2018-04-02,Accident,Other,0,0,USA,USA
426,2018-04-05,Accident,Cargo,0,0,SSD,SSD
427,2018-04-09,Accident,Passenger,0,1,KOR,JPN
428,2018-04-09,Accident,Cargo,0,0,NOR,NOR
429,2018-04-11,Accident,Military,257,0,DZA,DZA
430,2018-04-11,Accident,Cargo,0,0,USA,USA
431,2018-04-13,Accident,Military,0,0,USA,USA
432,2018-04-15,Hijacking,Passenger,0,0,CHN,CHN
433,2018-04-15,Accident,Other,1,0,USA,USA
434,2018-04-15,Accident,Other,0,1,CAN,USA
435,2018-04-16,Accident,Other,0,1,DEU,FRA
436,2018-04-17,Accident,Passenger,1,0,USA,USA
437,2018-04-17,Accident,Passenger,0,0,GBR,GBR
438,2018-04-18,Accident,Passenger,0,1,USA,GBR
439,2018-04-20,Accident,Passenger,0,0,USA,USA
440,2018-04-29,Accident,Passenger,0,0,IDN,IDN
441,2018-04-29,Accident,Military,3,0,LBY,LBY
442,2018-04-29,Accident,Cargo,0,0,USA,USA
443,2018-04-30,Accident,Passenger,0,1,GBR,GRC
444,2018-05-01,Accident,Passenger,0,0,USA,USA
445,2018-05-01,Accident,Passenger,0,1,FRA,USA
446,2018-05-02,Accident,Military,9,0,USA,USA
447,2018-05-02,Accident,Military,4,0,COL,COL
448,2018-05-02,Accident,Passenger,0,1,FRA,MAR
449,2018-05-03,Accident,Other,0,0,ZAF,ZAF
450,2018-05-04,Accident,Other,0,1,HRV,ESP
451,2018-05-05,Accident,Other,0,0,BRA,BRA
452,2018-05-07,Accident,Passenger,0,0,USA,USA
453,2018-05-12,Accident,Cargo,0,0,PNG,PNG
454,2018-05-13,Accident,Passenger,0,0,TUR,TUR
455,2018-05-13,Accident,Passenger,0,1,TUR,KOR
456,2018-05-13,Accident,Other,2,0,IRL,IRL
457,2018-05-16,Accident,Cargo,2,0,NPL,NPL
458,2018-05-18,Accident,Passenger,112,0,CUB,CUB
459,2018-05-20,Accident,Other,0,0,CHN,CHN
460,2018-05-21,Accident,Passenger,0,1,SAU,BGD
461,2018-05-22,Accident,Other,0,0,BRA,BRA
462,2018-05-22,Accident,Other,0,1,USA,HND
463,2018-05-23,Accident,Passenger,0,0,COD,COD
464,2018-05-24,Accident,Other,0,0,MEX,MEX
465,2018-05-30,Accident,Passenger,0,0,COD,COD
466,2018-06-03,Accident,Military,1,0,DZA,DZA
467,2018-06-05,Accident,Passenger,10,0,KEN,KEN
468,2018-06-06,Accident,Other,0,0,FRA,FRA
469,2018-06-09,Accident,Passenger,0,0,NPL,NPL
470,2018-06-11,Accident,Passenger,0,0,FLK,FLK
471,2018-06-14,"other occurrence (ground fire, sabotage)",Passenger,0,0,PNG,PNG
472,2018-06-14,Accident,Passenger,0,1,TUR,UKR
473,2018-06-18,Accident,Passenger,0,0,IDN,IDN
474,2018-06-22,"Criminal occurrence (sabotage, shoot down)",Passenger,0,0,IDN,IDN
475,2018-06-24,Accident,Cargo,4,0,GIN,GIN
476,2018-06-25,"Criminal occurrence (sabotage, shoot down)",Passenger,0,0,IDN,IDN
477,2018-06-26,"other occurrence (ground fire, sabotage)",Passenger,0,1,KOR,JPN
478,2018-06-26,"other occurrence (ground fire, sabotage)",Passenger,0,1,KOR,CHN
479,2018-06-27,Accident,Other,0,0,RUS,RUS
480,2018-07-04,Accident,Passenger,0,0,USA,USA
481,2018-07-05,Accident,Cargo,0,0,AUS,AUS
482,2018-07-06,Accident,Passenger,0,1,PRT,MAR
483,2018-07-09,Accident,Passenger,0,0,MAR,MAR
